AÑO FISCAL;SALARIO MENSUAL;RETENCION MENSUAL
2017;331300;71407.94
2017;331350;71420.44
2017;331400;71432.94
2017;331450;71445.44
2017;331500;71457.94
2017;331550;71470.44
2017;331600;71482.94
2017;331650;71495.44
2017;331700;71507.94
2017;331750;71520.44
2017;331800;71532.94
2017;331850;71545.44
2017;331900;71557.94
2017;331950;71570.44
2017;332000;71582.94
2017;332050;71595.44
2017;332100;71607.94
2017;332150;71620.44
2017;332200;71632.94
2017;332250;71645.44
2017;332300;71657.94
2017;332350;71670.44
2017;332400;71682.94
2017;332450;71695.44
2017;332500;71707.94
2017;332550;71720.44
2017;332600;71732.94
2017;332650;71745.44
2017;332700;71757.94
2017;332750;71770.44
2017;332800;71782.94
2017;332850;71795.44
2017;332900;71807.94
2017;332950;71820.44
2017;333000;71832.94
2017;333050;71845.44
2017;333100;71857.94
2017;333150;71870.44
2017;333200;71882.94
2017;333250;71895.44
2017;333300;71907.94
2017;333350;71920.44
2017;333400;71932.94
2017;333450;71945.44
2017;333500;71957.94
2017;333550;71970.44
2017;333600;71982.94
2017;333650;71995.44
2017;333700;72007.94
2017;333750;72020.44
2017;333800;72032.94
2017;333850;72045.44
2017;333900;72057.94
2017;333950;72070.44
2017;334000;72082.94
2017;334050;72095.44
2017;334100;72107.94
2017;334150;72120.44
2017;334200;72132.94
2017;334250;72145.44
2017;334300;72157.94
2017;334350;72170.44
2017;334400;72182.94
2017;334450;72195.44
2017;334500;72207.94
2017;334550;72220.44
2017;334600;72232.94
2017;334650;72245.44
2017;334700;72257.94
2017;334750;72270.44
2017;334800;72282.94
2017;334850;72295.44
2017;334900;72307.94
2017;334950;72320.44
2017;335000;72332.94
2017;335050;72345.44
2017;335100;72357.94
2017;335150;72370.44
2017;335200;72382.94
2017;335250;72395.44
2017;335300;72407.94
2017;335350;72420.44
2017;335400;72432.94
2017;335450;72445.44
2017;335500;72457.94
2017;335550;72470.44
2017;335600;72482.94
2017;335650;72495.44
2017;335700;72507.94
2017;335750;72520.44
2017;335800;72532.94
2017;335850;72545.44
2017;335900;72557.94
2017;335950;72570.44
2017;336000;72582.94
2017;336050;72595.44
2017;336100;72607.94
2017;336150;72620.44
2017;336200;72632.94
2017;336250;72645.44
2017;336300;72657.94
2017;336350;72670.44
2017;336400;72682.94
2017;336450;72695.44
2017;336500;72707.94
2017;336550;72720.44
2017;336600;72732.94
2017;336650;72745.44
2017;336700;72757.94
2017;336750;72770.44
2017;336800;72782.94
2017;336850;72795.44
2017;336900;72807.94
2017;336950;72820.44
2017;337000;72832.94
2017;337050;72845.44
2017;337100;72857.94
2017;337150;72870.44
2017;337200;72882.94
2017;337250;72895.44
2017;337300;72907.94
2017;337350;72920.44
2017;337400;72932.94
2017;337450;72945.44
2017;337500;72957.94
2017;337550;72970.44
2017;337600;72982.94
2017;337650;72995.44
2017;337700;73007.94
2017;337750;73020.44
2017;337800;73032.94
2017;337850;73045.44
2017;337900;73057.94
2017;337950;73070.44
2017;338000;73082.94
2017;338050;73095.44
2017;338100;73107.94
2017;338150;73120.44
2017;338200;73132.94
2017;338250;73145.44
2017;338300;73157.94
2017;338350;73170.44
2017;338400;73182.94
2017;338450;73195.44
2017;338500;73207.94
2017;338550;73220.44
2017;338600;73232.94
2017;338650;73245.44
2017;338700;73257.94
2017;338750;73270.44
2017;338800;73282.94
2017;338850;73295.44
2017;338900;73307.94
2017;338950;73320.44
2017;339000;73332.94
2017;339050;73345.44
2017;339100;73357.94
2017;339150;73370.44
2017;339200;73382.94
2017;339250;73395.44
2017;339300;73407.94
2017;339350;73420.44
2017;339400;73432.94
2017;339450;73445.44
2017;339500;73457.94
2017;339550;73470.44
2017;339600;73482.94
2017;339650;73495.44
2017;339700;73507.94
2017;339750;73520.44
2017;339800;73532.94
2017;339850;73545.44
2017;339900;73557.94
2017;339950;73570.44
2017;340000;73582.94
2017;340050;73595.44
2017;340100;73607.94
2017;340150;73620.44
2017;340200;73632.94
2017;340250;73645.44
2017;340300;73657.94
2017;340350;73670.44
2017;340400;73682.94
2017;340450;73695.44
2017;340500;73707.94
2017;340550;73720.44
2017;340600;73732.94
2017;340650;73745.44
2017;340700;73757.94
2017;340750;73770.44
2017;340800;73782.94
2017;340850;73795.44
2017;340900;73807.94
2017;340950;73820.44
2017;341000;73832.94
2017;341050;73845.44
2017;341100;73857.94
2017;341150;73870.44
2017;341200;73882.94
2017;341250;73895.44
2017;341300;73907.94
2017;341350;73920.44
2017;341400;73932.94
2017;341450;73945.44
2017;341500;73957.94
2017;341550;73970.44
2017;341600;73982.94
2017;341650;73995.44
2017;341700;74007.94
2017;341750;74020.44
2017;341800;74032.94
2017;341850;74045.44
2017;341900;74057.94
2017;341950;74070.44
2017;342000;74082.94
2017;342050;74095.44
2017;342100;74107.94
2017;342150;74120.44
2017;342200;74132.94
2017;342250;74145.44
2017;342300;74157.94
2017;342350;74170.44
2017;342400;74182.94
2017;342450;74195.44
2017;342500;74207.94
2017;342550;74220.44
2017;342600;74232.94
2017;342650;74245.44
2017;342700;74257.94
2017;342750;74270.44
2017;342800;74282.94
2017;342850;74295.44
2017;342900;74307.94
2017;342950;74320.44
2017;343000;74332.94
2017;343050;74345.44
2017;343100;74357.94
2017;343150;74370.44
2017;343200;74382.94
2017;343250;74395.44
2017;343300;74407.94
2017;343350;74420.44
2017;343400;74432.94
2017;343450;74445.44
2017;343500;74457.94
2017;343550;74470.44
2017;343600;74482.94
2017;343650;74495.44
2017;343700;74507.94
2017;343750;74520.44
2017;343800;74532.94
2017;343850;74545.44
2017;343900;74557.94
2017;343950;74570.44
2017;344000;74582.94
2017;344050;74595.44
2017;344100;74607.94
2017;344150;74620.44
2017;344200;74632.94
2017;344250;74645.44
2017;344300;74657.94
2017;344350;74670.44
2017;344400;74682.94
2017;344450;74695.44
2017;344500;74707.94
2017;344550;74720.44
2017;344600;74732.94
2017;344650;74745.44
2017;344700;74757.94
2017;344750;74770.44
2017;344800;74782.94
2017;344850;74795.44
2017;344900;74807.94
2017;344950;74820.44
2017;345000;74832.94
2017;345050;74845.44
2017;345100;74857.94
2017;345150;74870.44
2017;345200;74882.94
2017;345250;74895.44
2017;345300;74907.94
2017;345350;74920.44
2017;345400;74932.94
2017;345450;74945.44
2017;345500;74957.94
2017;345550;74970.44
2017;345600;74982.94
2017;345650;74995.44
2017;345700;75007.94
2017;345750;75020.44
2017;345800;75032.94
2017;345850;75045.44
2017;345900;75057.94
2017;345950;75070.44
2017;346000;75082.94
2017;346050;75095.44
2017;346100;75107.94
2017;346150;75120.44
2017;346200;75132.94
2017;346250;75145.44
2017;346300;75157.94
2017;346350;75170.44
2017;346400;75182.94
2017;346450;75195.44
2017;346500;75207.94
2017;346550;75220.44
2017;346600;75232.94
2017;346650;75245.44
2017;346700;75257.94
2017;346750;75270.44
2017;346800;75282.94
2017;346850;75295.44
2017;346900;75307.94
2017;346950;75320.44
2017;347000;75332.94
2017;347050;75345.44
2017;347100;75357.94
2017;347150;75370.44
2017;347200;75382.94
2017;347250;75395.44
2017;347300;75407.94
2017;347350;75420.44
2017;347400;75432.94
2017;347450;75445.44
2017;347500;75457.94
2017;347550;75470.44
2017;347600;75482.94
2017;347650;75495.44
2017;347700;75507.94
2017;347750;75520.44
2017;347800;75532.94
2017;347850;75545.44
2017;347900;75557.94
2017;347950;75570.44
2017;348000;75582.94
2017;348050;75595.44
2017;348100;75607.94
2017;348150;75620.44
2017;348200;75632.94
2017;348250;75645.44
2017;348300;75657.94
2017;348350;75670.44
2017;348400;75682.94
2017;348450;75695.44
2017;348500;75707.94
2017;348550;75720.44
2017;348600;75732.94
2017;348650;75745.44
2017;348700;75757.94
2017;348750;75770.44
2017;348800;75782.94
2017;348850;75795.44
2017;348900;75807.94
2017;348950;75820.44
2017;349000;75832.94
2017;349050;75845.44
2017;349100;75857.94
2017;349150;75870.44
2017;349200;75882.94
2017;349250;75895.44
2017;349300;75907.94
2017;349350;75920.44
2017;349400;75932.94
2017;349450;75945.44
2017;349500;75957.94
2017;349550;75970.44
2017;349600;75982.94
2017;349650;75995.44
2017;349700;76007.94
2017;349750;76020.44
2017;349800;76032.94
2017;349850;76045.44
2017;349900;76057.94
2017;349950;76070.44
2017;350000;76082.94
2017;350050;76095.44
2017;350100;76107.94
2017;350150;76120.44
2017;350200;76132.94
2017;350250;76145.44
2017;350300;76157.94
2017;350350;76170.44
2017;350400;76182.94
2017;350450;76195.44
2017;350500;76207.94
2017;350550;76220.44
2017;350600;76232.94
2017;350650;76245.44
2017;350700;76257.94
2017;350750;76270.44
2017;350800;76282.94
2017;350850;76295.44
2017;350900;76307.94
2017;350950;76320.44
2017;351000;76332.94
2017;351050;76345.44
2017;351100;76357.94
2017;351150;76370.44
2017;351200;76382.94
2017;351250;76395.44
2017;351300;76407.94
2017;351350;76420.44
2017;351400;76432.94
2017;351450;76445.44
2017;351500;76457.94
2017;351550;76470.44
2017;351600;76482.94
2017;351650;76495.44
2017;351700;76507.94
2017;351750;76520.44
2017;351800;76532.94
2017;351850;76545.44
2017;351900;76557.94
2017;351950;76570.44
2017;352000;76582.94
2017;352050;76595.44
2017;352100;76607.94
2017;352150;76620.44
2017;352200;76632.94
2017;352250;76645.44
2017;352300;76657.94
2017;352350;76670.44
2017;352400;76682.94
2017;352450;76695.44
2017;352500;76707.94
2017;352550;76720.44
2017;352600;76732.94
2017;352650;76745.44
2017;352700;76757.94
2017;352750;76770.44
2017;352800;76782.94
2017;352850;76795.44
2017;352900;76807.94
2017;352950;76820.44
2017;353000;76832.94
2017;353050;76845.44
2017;353100;76857.94
2017;353150;76870.44
2017;353200;76882.94
2017;353250;76895.44
2017;353300;76907.94
2017;353350;76920.44
2017;353400;76932.94
2017;353450;76945.44
2017;353500;76957.94
2017;353550;76970.44
2017;353600;76982.94
2017;353650;76995.44
2017;353700;77007.94
2017;353750;77020.44
2017;353800;77032.94
2017;353850;77045.44
2017;353900;77057.94
2017;353950;77070.44
2017;354000;77082.94
2017;354050;77095.44
2017;354100;77107.94
2017;354150;77120.44
2017;354200;77132.94
2017;354250;77145.44
2017;354300;77157.94
2017;354350;77170.44
2017;354400;77182.94
2017;354450;77195.44
2017;354500;77207.94
2017;354550;77220.44
2017;354600;77232.94
2017;354650;77245.44
2017;354700;77257.94
2017;354750;77270.44
2017;354800;77282.94
2017;354850;77295.44
2017;354900;77307.94
2017;354950;77320.44
2017;355000;77332.94
2017;355050;77345.44
2017;355100;77357.94
2017;355150;77370.44
2017;355200;77382.94
2017;355250;77395.44
2017;355300;77407.94
2017;355350;77420.44
2017;355400;77432.94
2017;355450;77445.44
2017;355500;77457.94
2017;355550;77470.44
2017;355600;77482.94
2017;355650;77495.44
2017;355700;77507.94
2017;355750;77520.44
2017;355800;77532.94
2017;355850;77545.44
2017;355900;77557.94
2017;355950;77570.44
2017;356000;77582.94
2017;356050;77595.44
2017;356100;77607.94
2017;356150;77620.44
2017;356200;77632.94
2017;356250;77645.44
2017;356300;77657.94
2017;356350;77670.44
2017;356400;77682.94
2017;356450;77695.44
2017;356500;77707.94
2017;356550;77720.44
2017;356600;77732.94
2017;356650;77745.44
2017;356700;77757.94
2017;356750;77770.44
2017;356800;77782.94
2017;356850;77795.44
2017;356900;77807.94
2017;356950;77820.44
2017;357000;77832.94
2017;357050;77845.44
2017;357100;77857.94
2017;357150;77870.44
2017;357200;77882.94
2017;357250;77895.44
2017;357300;77907.94
2017;357350;77920.44
2017;357400;77932.94
2017;357450;77945.44
2017;357500;77957.94
2017;357550;77970.44
2017;357600;77982.94
2017;357650;77995.44
2017;357700;78007.94
2017;357750;78020.44
2017;357800;78032.94
2017;357850;78045.44
2017;357900;78057.94
2017;357950;78070.44
2017;358000;78082.94
2017;358050;78095.44
2017;358100;78107.94
2017;358150;78120.44
2017;358200;78132.94
2017;358250;78145.44
2017;358300;78157.94
2017;358350;78170.44
2017;358400;78182.94
2017;358450;78195.44
2017;358500;78207.94
2017;358550;78220.44
2017;358600;78232.94
2017;358650;78245.44
2017;358700;78257.94
2017;358750;78270.44
2017;358800;78282.94
2017;358850;78295.44
2017;358900;78307.94
2017;358950;78320.44
2017;359000;78332.94
2017;359050;78345.44
2017;359100;78357.94
2017;359150;78370.44
2017;359200;78382.94
2017;359250;78395.44
2017;359300;78407.94
2017;359350;78420.44
2017;359400;78432.94
2017;359450;78445.44
2017;359500;78457.94
2017;359550;78470.44
2017;359600;78482.94
2017;359650;78495.44
2017;359700;78507.94
2017;359750;78520.44
2017;359800;78532.94
2017;359850;78545.44
2017;359900;78557.94
2017;359950;78570.44
2017;360000;78582.94
2017;360050;78595.44
2017;360100;78607.94
2017;360150;78620.44
2017;360200;78632.94
2017;360250;78645.44
2017;360300;78657.94
2017;360350;78670.44
2017;360400;78682.94
2017;360450;78695.44
2017;360500;78707.94
2017;360550;78720.44
2017;360600;78732.94
2017;360650;78745.44
2017;360700;78757.94
2017;360750;78770.44
2017;360800;78782.94
2017;360850;78795.44
2017;360900;78807.94
2017;360950;78820.44
2017;361000;78832.94
2017;361050;78845.44
2017;361100;78857.94
2017;361150;78870.44
2017;361200;78882.94
2017;361250;78895.44
2017;361300;78907.94
2017;361350;78920.44
2017;361400;78932.94
2017;361450;78945.44
2017;361500;78957.94
2017;361550;78970.44
2017;361600;78982.94
2017;361650;78995.44
2017;361700;79007.94
2017;361750;79020.44
2017;361800;79032.94
2017;361850;79045.44
2017;361900;79057.94
2017;361950;79070.44
2017;362000;79082.94
2017;362050;79095.44
2017;362100;79107.94
2017;362150;79120.44
2017;362200;79132.94
2017;362250;79145.44
2017;362300;79157.94
2017;362350;79170.44
2017;362400;79182.94
2017;362450;79195.44
2017;362500;79207.94
2017;362550;79220.44
2017;362600;79232.94
2017;362650;79245.44
2017;362700;79257.94
2017;362750;79270.44
2017;362800;79282.94
2017;362850;79295.44
2017;362900;79307.94
2017;362950;79320.44
2017;363000;79332.94
2017;363050;79345.44
2017;363100;79357.94
2017;363150;79370.44
2017;363200;79382.94
2017;363250;79395.44
2017;363300;79407.94
2017;363350;79420.44
2017;363400;79432.94
2017;363450;79445.44
2017;363500;79457.94
2017;363550;79470.44
2017;363600;79482.94
2017;363650;79495.44
2017;363700;79507.94
2017;363750;79520.44
2017;363800;79532.94
2017;363850;79545.44
2017;363900;79557.94
2017;363950;79570.44
2017;364000;79582.94
2017;364050;79595.44
2017;364100;79607.94
2017;364150;79620.44
2017;364200;79632.94
2017;364250;79645.44
2017;364300;79657.94
2017;364350;79670.44
2017;364400;79682.94
2017;364450;79695.44
2017;364500;79707.94
2017;364550;79720.44
2017;364600;79732.94
2017;364650;79745.44
2017;364700;79757.94
2017;364750;79770.44
2017;364800;79782.94
2017;364850;79795.44
2017;364900;79807.94
2017;364950;79820.44
2017;365000;79832.94
2017;365050;79845.44
2017;365100;79857.94
2017;365150;79870.44
2017;365200;79882.94
2017;365250;79895.44
2017;365300;79907.94
2017;365350;79920.44
2017;365400;79932.94
2017;365450;79945.44
2017;365500;79957.94
2017;365550;79970.44
2017;365600;79982.94
2017;365650;79995.44
2017;365700;80007.94
2017;365750;80020.44
2017;365800;80032.94
2017;365850;80045.44
2017;365900;80057.94
2017;365950;80070.44
2017;366000;80082.94
2017;366050;80095.44
2017;366100;80107.94
2017;366150;80120.44
2017;366200;80132.94
2017;366250;80145.44
2017;366300;80157.94
2017;366350;80170.44
2017;366400;80182.94
2017;366450;80195.44
2017;366500;80207.94
2017;366550;80220.44
2017;366600;80232.94
2017;366650;80245.44
2017;366700;80257.94
2017;366750;80270.44
2017;366800;80282.94
2017;366850;80295.44
2017;366900;80307.94
2017;366950;80320.44
2017;367000;80332.94
2017;367050;80345.44
2017;367100;80357.94
2017;367150;80370.44
2017;367200;80382.94
2017;367250;80395.44
2017;367300;80407.94
2017;367350;80420.44
2017;367400;80432.94
2017;367450;80445.44
2017;367500;80457.94
2017;367550;80470.44
2017;367600;80482.94
2017;367650;80495.44
2017;367700;80507.94
2017;367750;80520.44
2017;367800;80532.94
2017;367850;80545.44
2017;367900;80557.94
2017;367950;80570.44
2017;368000;80582.94
2017;368050;80595.44
2017;368100;80607.94
2017;368150;80620.44
2017;368200;80632.94
2017;368250;80645.44
2017;368300;80657.94
2017;368350;80670.44
2017;368400;80682.94
2017;368450;80695.44
2017;368500;80707.94
2017;368550;80720.44
2017;368600;80732.94
2017;368650;80745.44
2017;368700;80757.94
2017;368750;80770.44
2017;368800;80782.94
2017;368850;80795.44
2017;368900;80807.94
2017;368950;80820.44
2017;369000;80832.94
2017;369050;80845.44
2017;369100;80857.94
2017;369150;80870.44
2017;369200;80882.94
2017;369250;80895.44
2017;369300;80907.94
2017;369350;80920.44
2017;369400;80932.94
2017;369450;80945.44
2017;369500;80957.94
2017;369550;80970.44
2017;369600;80982.94
2017;369650;80995.44
2017;369700;81007.94
2017;369750;81020.44
2017;369800;81032.94
2017;369850;81045.44
2017;369900;81057.94
2017;369950;81070.44
2017;370000;81082.94
2017;370050;81095.44
2017;370100;81107.94
2017;370150;81120.44
2017;370200;81132.94
2017;370250;81145.44
2017;370300;81157.94
2017;370350;81170.44
2017;370400;81182.94
2017;370450;81195.44
2017;370500;81207.94
2017;370550;81220.44
2017;370600;81232.94
2017;370650;81245.44
2017;370700;81257.94
2017;370750;81270.44
2017;370800;81282.94
2017;370850;81295.44
2017;370900;81307.94
2017;370950;81320.44
2017;371000;81332.94
2017;371050;81345.44
2017;371100;81357.94
2017;371150;81370.44
2017;371200;81382.94
2017;371250;81395.44
2017;371300;81407.94
2017;371350;81420.44
2017;371400;81432.94
2017;371450;81445.44
2017;371500;81457.94
2017;371550;81470.44
2017;371600;81482.94
2017;371650;81495.44
2017;371700;81507.94
2017;371750;81520.44
2017;371800;81532.94
2017;371850;81545.44
2017;371900;81557.94
2017;371950;81570.44
2017;372000;81582.94
2017;372050;81595.44
2017;372100;81607.94
2017;372150;81620.44
2017;372200;81632.94
2017;372250;81645.44
2017;372300;81657.94
2017;372350;81670.44
2017;372400;81682.94
2017;372450;81695.44
2017;372500;81707.94
2017;372550;81720.44
2017;372600;81732.94
2017;372650;81745.44
2017;372700;81757.94
2017;372750;81770.44
2017;372800;81782.94
2017;372850;81795.44
2017;372900;81807.94
2017;372950;81820.44
2017;373000;81832.94
2017;373050;81845.44
2017;373100;81857.94
2017;373150;81870.44
2017;373200;81882.94
2017;373250;81895.44
2017;373300;81907.94
2017;373350;81920.44
2017;373400;81932.94
2017;373450;81945.44
2017;373500;81957.94
2017;373550;81970.44
2017;373600;81982.94
2017;373650;81995.44
2017;373700;82007.94
2017;373750;82020.44
2017;373800;82032.94
2017;373850;82045.44
2017;373900;82057.94
2017;373950;82070.44
2017;374000;82082.94
2017;374050;82095.44
2017;374100;82107.94
2017;374150;82120.44
2017;374200;82132.94
2017;374250;82145.44
2017;374300;82157.94
2017;374350;82170.44
2017;374400;82182.94
2017;374450;82195.44
2017;374500;82207.94
2017;374550;82220.44
2017;374600;82232.94
2017;374650;82245.44
2017;374700;82257.94
2017;374750;82270.44
2017;374800;82282.94
2017;374850;82295.44
2017;374900;82307.94
2017;374950;82320.44
2017;375000;82332.94
2017;375050;82345.44
2017;375100;82357.94
2017;375150;82370.44
2017;375200;82382.94
2017;375250;82395.44
2017;375300;82407.94
2017;375350;82420.44
2017;375400;82432.94
2017;375450;82445.44
2017;375500;82457.94
2017;375550;82470.44
2017;375600;82482.94
2017;375650;82495.44
2017;375700;82507.94
2017;375750;82520.44
2017;375800;82532.94
2017;375850;82545.44
2017;375900;82557.94
2017;375950;82570.44
2017;376000;82582.94
2017;376050;82595.44
2017;376100;82607.94
2017;376150;82620.44
2017;376200;82632.94
2017;376250;82645.44
2017;376300;82657.94
2017;376350;82670.44
2017;376400;82682.94
2017;376450;82695.44
2017;376500;82707.94
2017;376550;82720.44
2017;376600;82732.94
2017;376650;82745.44
2017;376700;82757.94
2017;376750;82770.44
2017;376800;82782.94
2017;376850;82795.44
2017;376900;82807.94
2017;376950;82820.44
2017;377000;82832.94
2017;377050;82845.44
2017;377100;82857.94
2017;377150;82870.44
2017;377200;82882.94
2017;377250;82895.44
2017;377300;82907.94
2017;377350;82920.44
2017;377400;82932.94
2017;377450;82945.44
2017;377500;82957.94
2017;377550;82970.44
2017;377600;82982.94
2017;377650;82995.44
2017;377700;83007.94
2017;377750;83020.44
2017;377800;83032.94
2017;377850;83045.44
2017;377900;83057.94
2017;377950;83070.44
2017;378000;83082.94
2017;378050;83095.44
2017;378100;83107.94
2017;378150;83120.44
2017;378200;83132.94
2017;378250;83145.44
2017;378300;83157.94
2017;378350;83170.44
2017;378400;83182.94
2017;378450;83195.44
2017;378500;83207.94
2017;378550;83220.44
2017;378600;83232.94
2017;378650;83245.44
2017;378700;83257.94
2017;378750;83270.44
2017;378800;83282.94
2017;378850;83295.44
2017;378900;83307.94
2017;378950;83320.44
2017;379000;83332.94
2017;379050;83345.44
2017;379100;83357.94
2017;379150;83370.44
2017;379200;83382.94
2017;379250;83395.44
2017;379300;83407.94
2017;379350;83420.44
2017;379400;83432.94
2017;379450;83445.44
2017;379500;83457.94
2017;379550;83470.44
2017;379600;83482.94
2017;379650;83495.44
2017;379700;83507.94
2017;379750;83520.44
2017;379800;83532.94
2017;379850;83545.44
2017;379900;83557.94
2017;379950;83570.44
2017;380000;83582.94
2017;380050;83595.44
2017;380100;83607.94
2017;380150;83620.44
2017;380200;83632.94
2017;380250;83645.44
2017;380300;83657.94
2017;380350;83670.44
2017;380400;83682.94
2017;380450;83695.44
2017;380500;83707.94
2017;380550;83720.44
2017;380600;83732.94
2017;380650;83745.44
2017;380700;83757.94
2017;380750;83770.44
2017;380800;83782.94
2017;380850;83795.44
2017;380900;83807.94
2017;380950;83820.44
2017;381000;83832.94
2017;381050;83845.44
2017;381100;83857.94
2017;381150;83870.44
2017;381200;83882.94
2017;381250;83895.44
2017;381300;83907.94
2017;381350;83920.44
2017;381400;83932.94
2017;381450;83945.44
2017;381500;83957.94
2017;381550;83970.44
2017;381600;83982.94
2017;381650;83995.44
2017;381700;84007.94
2017;381750;84020.44
2017;381800;84032.94
2017;381850;84045.44
2017;381900;84057.94
2017;381950;84070.44
2017;382000;84082.94
2017;382050;84095.44
2017;382100;84107.94
2017;382150;84120.44
2017;382200;84132.94
2017;382250;84145.44
2017;382300;84157.94
2017;382350;84170.44
2017;382400;84182.94
2017;382450;84195.44
2017;382500;84207.94
2017;382550;84220.44
2017;382600;84232.94
2017;382650;84245.44
2017;382700;84257.94
2017;382750;84270.44
2017;382800;84282.94
2017;382850;84295.44
2017;382900;84307.94
2017;382950;84320.44
2017;383000;84332.94
2017;383050;84345.44
2017;383100;84357.94
2017;383150;84370.44
2017;383200;84382.94
2017;383250;84395.44
2017;383300;84407.94
2017;383350;84420.44
2017;383400;84432.94
2017;383450;84445.44
2017;383500;84457.94
2017;383550;84470.44
2017;383600;84482.94
2017;383650;84495.44
2017;383700;84507.94
2017;383750;84520.44
2017;383800;84532.94
2017;383850;84545.44
2017;383900;84557.94
2017;383950;84570.44
2017;384000;84582.94
2017;384050;84595.44
2017;384100;84607.94
2017;384150;84620.44
2017;384200;84632.94
2017;384250;84645.44
2017;384300;84657.94
2017;384350;84670.44
2017;384400;84682.94
2017;384450;84695.44
2017;384500;84707.94
2017;384550;84720.44
2017;384600;84732.94
2017;384650;84745.44
2017;384700;84757.94
2017;384750;84770.44
2017;384800;84782.94
2017;384850;84795.44
2017;384900;84807.94
2017;384950;84820.44
2017;385000;84832.94
2017;385050;84845.44
2017;385100;84857.94
2017;385150;84870.44
2017;385200;84882.94
2017;385250;84895.44
2017;385300;84907.94
2017;385350;84920.44
2017;385400;84932.94
2017;385450;84945.44
2017;385500;84957.94
2017;385550;84970.44
2017;385600;84982.94
2017;385650;84995.44
2017;385700;85007.94
2017;385750;85020.44
2017;385800;85032.94
2017;385850;85045.44
2017;385900;85057.94
2017;385950;85070.44
2017;386000;85082.94
2017;386050;85095.44
2017;386100;85107.94
2017;386150;85120.44
2017;386200;85132.94
2017;386250;85145.44
2017;386300;85157.94
2017;386350;85170.44
2017;386400;85182.94
2017;386450;85195.44
2017;386500;85207.94
2017;386550;85220.44
2017;386600;85232.94
2017;386650;85245.44
2017;386700;85257.94
2017;386750;85270.44
2017;386800;85282.94
2017;386850;85295.44
2017;386900;85307.94
2017;386950;85320.44
2017;387000;85332.94
2017;387050;85345.44
2017;387100;85357.94
2017;387150;85370.44
2017;387200;85382.94
2017;387250;85395.44
2017;387300;85407.94
2017;387350;85420.44
2017;387400;85432.94
2017;387450;85445.44
2017;387500;85457.94
2017;387550;85470.44
2017;387600;85482.94
2017;387650;85495.44
2017;387700;85507.94
2017;387750;85520.44
2017;387800;85532.94
2017;387850;85545.44
2017;387900;85557.94
2017;387950;85570.44
2017;388000;85582.94
2017;388050;85595.44
2017;388100;85607.94
2017;388150;85620.44
2017;388200;85632.94
2017;388250;85645.44
2017;388300;85657.94
2017;388350;85670.44
2017;388400;85682.94
2017;388450;85695.44
2017;388500;85707.94
2017;388550;85720.44
2017;388600;85732.94
2017;388650;85745.44
2017;388700;85757.94
2017;388750;85770.44
2017;388800;85782.94
2017;388850;85795.44
2017;388900;85807.94
2017;388950;85820.44
2017;389000;85832.94
2017;389050;85845.44
2017;389100;85857.94
2017;389150;85870.44
2017;389200;85882.94
2017;389250;85895.44
2017;389300;85907.94
2017;389350;85920.44
2017;389400;85932.94
2017;389450;85945.44
2017;389500;85957.94
2017;389550;85970.44
2017;389600;85982.94
2017;389650;85995.44
2017;389700;86007.94
2017;389750;86020.44
2017;389800;86032.94
2017;389850;86045.44
2017;389900;86057.94
2017;389950;86070.44
2017;390000;86082.94
2017;390050;86095.44
2017;390100;86107.94
2017;390150;86120.44
2017;390200;86132.94
2017;390250;86145.44
2017;390300;86157.94
2017;390350;86170.44
2017;390400;86182.94
2017;390450;86195.44
2017;390500;86207.94
2017;390550;86220.44
2017;390600;86232.94
2017;390650;86245.44
2017;390700;86257.94
2017;390750;86270.44
2017;390800;86282.94
2017;390850;86295.44
2017;390900;86307.94
2017;390950;86320.44
2017;391000;86332.94
2017;391050;86345.44
2017;391100;86357.94
2017;391150;86370.44
2017;391200;86382.94
2017;391250;86395.44
2017;391300;86407.94
2017;391350;86420.44
2017;391400;86432.94
2017;391450;86445.44
2017;391500;86457.94
2017;391550;86470.44
2017;391600;86482.94
2017;391650;86495.44
2017;391700;86507.94
2017;391750;86520.44
2017;391800;86532.94
2017;391850;86545.44
2017;391900;86557.94
2017;391950;86570.44
2017;392000;86582.94
2017;392050;86595.44
2017;392100;86607.94
2017;392150;86620.44
2017;392200;86632.94
2017;392250;86645.44
2017;392300;86657.94
2017;392350;86670.44
2017;392400;86682.94
2017;392450;86695.44
2017;392500;86707.94
2017;392550;86720.44
2017;392600;86732.94
2017;392650;86745.44
2017;392700;86757.94
2017;392750;86770.44
2017;392800;86782.94
2017;392850;86795.44
2017;392900;86807.94
2017;392950;86820.44
2017;393000;86832.94
2017;393050;86845.44
2017;393100;86857.94
2017;393150;86870.44
2017;393200;86882.94
2017;393250;86895.44
2017;393300;86907.94
2017;393350;86920.44
2017;393400;86932.94
2017;393450;86945.44
2017;393500;86957.94
2017;393550;86970.44
2017;393600;86982.94
2017;393650;86995.44
2017;393700;87007.94
2017;393750;87020.44
2017;393800;87032.94
2017;393850;87045.44
2017;393900;87057.94
2017;393950;87070.44
2017;394000;87082.94
2017;394050;87095.44
2017;394100;87107.94
2017;394150;87120.44
2017;394200;87132.94
2017;394250;87145.44
2017;394300;87157.94
2017;394350;87170.44
2017;394400;87182.94
2017;394450;87195.44
2017;394500;87207.94
2017;394550;87220.44
2017;394600;87232.94
2017;394650;87245.44
2017;394700;87257.94
